time,hmd rotation
14:08:50:845,0.003934484
14:08:50:853,0.004031412
14:08:50:862,0.004715287
14:08:50:871,0.004123535
14:08:50:880,0.00505325
14:08:50:888,0.005528193
14:08:50:896,0.005943553
14:08:50:905,0.005621981
14:08:50:912,0.005351186
14:08:50:920,0.006712048
14:08:50:927,0.006275951
14:08:50:936,0.006175028
14:08:50:946,0.005619786
14:08:50:954,0.005893693
14:08:50:963,0.004655958
14:08:50:971,0.00460435
14:08:50:978,0.004653561
14:08:50:986,0.004422669
14:08:50:994,0.005341837
14:08:51:002,0.00511051
14:08:51:011,0.004880924
14:08:51:019,0.005107647
14:08:51:027,0.005918892
14:08:51:035,0.005233753
14:08:51:043,0.005204517
14:08:51:054,0.005075358
14:08:51:062,0.004183669
14:08:51:070,0.003684717
14:08:51:077,0.003832782
14:08:51:086,0.003417482
14:08:51:095,0.0033996
14:08:51:106,0.003248083
14:08:51:113,0.003257584
14:08:51:120,0.003244167
14:08:51:128,0.003578421
14:08:51:136,0.00382769
14:08:51:145,0.004233925
14:08:51:155,0.004315769
14:08:51:163,0.004183444
14:08:51:171,0.003340901
14:08:51:178,0.004076
14:08:51:188,0.003975408
14:08:51:195,0.006011892
14:08:51:205,0.005534844
14:08:51:214,0.006305647
14:08:51:222,0.005785208
14:08:51:230,0.004629149
14:08:51:237,0.005833583
14:08:51:248,0.005598032
14:08:51:256,0.005440844
14:08:51:268,0.005791665
14:08:51:276,0.00569688
14:08:51:287,0.005753797
14:08:51:295,0.006374787
14:08:51:305,0.006340434
14:08:51:313,0.00602296
14:08:51:321,0.006836697
14:08:51:329,0.006688992
14:08:51:338,0.007724536
14:08:51:346,0.007350503
14:08:51:354,0.007442366
14:08:51:362,0.0074446
14:08:51:370,0.00655104
14:08:51:377,0.00700933
14:08:51:389,0.007124744
14:08:51:397,0.006671296
14:08:51:404,0.007698766
14:08:51:413,0.007839474
14:08:51:419,0.007412369
14:08:51:428,0.007512057
14:08:51:435,0.008728349
14:08:51:444,0.007706159
14:08:51:453,0.007624959
14:08:51:460,0.007685253
14:08:51:469,0.005829174
14:08:51:477,0.006602406
14:08:51:485,0.006136669
14:08:51:494,0.005339509
14:08:51:501,0.005824973
14:08:51:510,0.005509505
14:08:51:517,0.00617594
14:08:51:525,0.007066153
14:08:51:534,0.007075245
14:08:51:543,0.007057039
14:08:51:551,0.00762541
14:08:51:558,0.007435542
14:08:51:568,0.007677564
14:08:51:576,0.007084535
14:08:51:584,0.005206491
14:08:51:594,0.005292403
14:08:51:602,0.005301381
14:08:51:611,0.004496605
14:08:51:619,0.005952814
14:08:51:628,0.005653163
14:08:51:637,0.006668699
14:08:51:645,0.006746253
14:08:51:655,0.009108965
14:08:51:662,0.007608267
14:08:51:671,0.007472565
14:08:51:680,0.006992702
14:08:51:689,0.006828048
14:08:51:696,0.006897741
14:08:51:704,0.006213148
14:08:51:713,0.00553587
14:08:51:720,0.007438763
14:08:51:729,0.006014002
14:08:51:737,0.007224027
14:08:51:745,0.006522681
14:08:51:757,0.00613399
14:08:51:764,0.006437781
14:08:51:773,0.006076016
14:08:51:780,0.006921038
14:08:51:790,0.005600039
14:08:51:798,0.006705396
14:08:51:806,0.006853092
14:08:51:816,0.00715949
14:08:51:824,0.008513177
14:08:51:833,0.009106611
14:08:51:841,0.009081963
14:08:51:851,0.009199296
14:08:51:859,0.01007252
14:08:51:866,0.00914196
14:08:51:874,0.007572444
14:08:51:881,0.007363505
14:08:51:891,0.006406268
14:08:51:901,0.005138546
14:08:51:908,0.006022738
14:08:51:918,0.006222148
14:08:51:925,0.006254216
14:08:51:933,0.007186952
14:08:51:941,0.007310939
14:08:51:949,0.00813059
14:08:51:957,0.009077961
14:08:51:965,0.008826828
14:08:51:974,0.008521146
14:08:51:980,0.008002733
14:08:51:989,0.007645358
14:08:51:998,0.006368261
14:08:52:005,0.005886025
14:08:52:013,0.00592408
14:08:52:022,0.00506698
14:08:52:032,0.005513303
14:08:52:039,0.006267974
14:08:52:047,0.006458232
14:08:52:055,0.005940596
14:08:52:063,0.007248285
14:08:52:074,0.008190826
14:08:52:081,0.007327234
14:08:52:088,0.007686014
14:08:52:097,0.007158425
14:08:52:105,0.00747383
14:08:52:114,0.006661597
14:08:52:125,0.005520707
14:08:52:135,0.006092017
14:08:52:142,0.004997116
14:08:52:151,0.005734251
14:08:52:158,0.005619992
14:08:52:166,0.006969705
14:08:52:176,0.006561616
14:08:52:183,0.007040635
14:08:52:193,0.006981504
14:08:52:200,0.007689421
14:08:52:207,0.007836621
14:08:52:215,0.006679179
14:08:52:223,0.00619243
14:08:52:233,0.004143282
14:08:52:241,0.004649723
14:08:52:248,0.005271158
14:08:52:255,0.005103749
14:08:52:263,0.005737887
14:08:52:272,0.005258511
14:08:52:280,0.006962175
14:08:52:291,0.007448211
14:08:52:298,0.007425185
14:08:52:306,0.007170512
14:08:52:316,0.006313213
14:08:52:324,0.005574353
14:08:52:334,0.00498392
14:08:52:344,0.00490992
14:08:52:355,0.004784751
14:08:52:364,0.005224698
14:08:52:374,0.005972539
14:08:52:381,0.005590369
14:08:52:388,0.005503564
14:08:52:396,0.004688167
14:08:52:407,0.003718133
14:08:52:416,0.003527955
14:08:52:424,0.002424871
14:08:52:433,0.002543774
14:08:52:440,0.00252885
14:08:52:448,0.001908993
14:08:52:460,0.00222227
14:08:52:466,0.002417786
14:08:52:475,0.003205456
14:08:52:483,0.004316289
14:08:52:491,0.005350126
14:08:52:498,0.00495688
14:08:52:508,0.00476853
14:08:52:517,0.004620432
14:08:52:526,0.003889725
14:08:52:534,0.003865247
14:08:52:541,0.004455784
14:08:52:549,0.003852637
14:08:52:557,0.003905519
14:08:52:564,0.005189931
14:08:52:573,0.006059555
14:08:52:580,0.005924756
14:08:52:589,0.006626928
14:08:52:598,0.006109281
14:08:52:605,0.006379488
14:08:52:616,0.005465637
14:08:52:623,0.005061815
14:08:52:631,0.004985077
14:08:52:639,0.004358552
14:08:52:647,0.004311909
14:08:52:655,0.004315418
14:08:52:664,0.004281012
14:08:52:673,0.005070872
14:08:52:680,0.006187072
14:08:52:687,0.006440797
14:08:52:696,0.006837823
14:08:52:704,0.00649959
14:08:52:714,0.006837702
14:08:52:722,0.005974666
14:08:52:730,0.005995118
14:08:52:740,0.005763207
14:08:52:749,0.004927217
14:08:52:758,0.004986299
14:08:52:765,0.005102965
14:08:52:774,0.004257495
14:08:52:782,0.004865773
14:08:52:789,0.004786863
14:08:52:798,0.005757948
14:08:52:805,0.005609289
14:08:52:812,0.006112059
