time,hmd rotation
12:19:49:165,-0.08416748
12:19:49:173,-0.08346558
12:19:49:181,-0.08364868
12:19:49:187,-0.08349609
12:19:49:194,-0.08340454
12:19:49:202,-0.08337402
12:19:49:210,-0.08258057
12:19:49:219,-0.08377075
12:19:49:226,-0.08343506
12:19:49:234,-0.08337402
12:19:49:242,-0.08450317
12:19:49:249,-0.0838623
12:19:49:257,-0.08428955
12:19:49:266,-0.08361816
12:19:49:274,-0.084198
12:19:49:281,-0.08407593
12:19:49:288,-0.08398438
12:19:49:297,-0.08407593
12:19:49:307,-0.08502197
12:19:49:314,-0.08456421
12:19:49:326,-0.08480835
12:19:49:334,-0.08428955
12:19:49:343,-0.08407593
12:19:49:350,-0.08297729
12:19:49:359,-0.08352661
12:19:49:368,-0.08340454
12:19:49:375,-0.08306885
12:19:49:388,-0.08352661
12:19:49:398,-0.08404541
12:19:49:408,-0.08450317
12:19:49:415,-0.08447266
12:19:49:423,-0.08532715
12:19:49:431,-0.08526611
12:19:49:439,-0.0859375
12:19:49:449,-0.08666992
12:19:49:457,-0.0864563
12:19:49:468,-0.08703613
12:19:49:475,-0.08685303
12:19:49:486,-0.08728027
12:19:49:496,-0.08679199
12:19:49:509,-0.0866394
12:19:49:519,-0.08666992
12:19:49:528,-0.08703613
12:19:49:536,-0.08621216
12:19:49:544,-0.08605957
12:19:49:553,-0.08660889
12:19:49:560,-0.08673096
12:19:49:568,-0.08657837
12:19:49:579,-0.08612061
12:19:49:588,-0.08703613
12:19:49:596,-0.08547974
12:19:49:604,-0.0848999
12:19:49:612,-0.0843811
12:19:49:619,-0.08294678
12:19:49:629,-0.08294678
12:19:49:638,-0.08200073
12:19:49:647,-0.08108521
12:19:49:656,-0.08111572
12:19:49:665,-0.08154297
12:19:49:673,-0.08218384
12:19:49:682,-0.08190918
12:19:49:691,-0.08190918
12:19:49:700,-0.08139038
12:19:49:710,-0.08035278
12:19:49:718,-0.08151245
12:19:49:725,-0.08111572
12:19:49:732,-0.08108521
12:19:49:741,-0.08215332
12:19:49:750,-0.08267212
12:19:49:758,-0.08239746
12:19:49:765,-0.08312988
12:19:49:772,-0.08349609
