time,hmd rotation
15:31:37:807,0.1079141
15:31:37:817,0.1058559
15:31:37:826,0.1038726
15:31:37:834,0.1018625
15:31:37:845,0.09947569
15:31:37:852,0.09211462
15:31:37:861,0.09044439
15:31:37:869,0.08549166
15:31:37:878,0.08133102
15:31:37:886,0.07830076
15:31:37:894,0.07483909
15:31:37:906,0.07272688
15:31:37:913,0.07232652
15:31:37:922,0.07098643
15:31:37:929,0.06873459
15:31:37:936,0.06684928
15:31:37:944,0.06512307
15:31:37:952,0.07042884
15:31:37:963,0.06394294
15:31:37:971,0.06567337
15:31:37:980,0.0663488
15:31:37:988,0.06835774
15:31:37:997,0.07065978
15:31:38:005,0.06962863
15:31:38:012,0.0685688
15:31:38:024,0.071973
15:31:38:031,0.06933004
15:31:38:042,0.07210734
15:31:38:052,0.07615084
15:31:38:062,0.0738674
15:31:38:070,0.07248128
15:31:38:082,0.07646562
15:31:38:090,0.07532649
15:31:38:097,0.07274338
15:31:38:104,0.07654367
15:31:38:112,0.07661782
15:31:38:122,0.07444925
15:31:38:133,0.0768477
15:31:38:143,0.07620116
15:31:38:151,0.07527783
15:31:38:159,0.07512327
15:31:38:167,0.0728386
15:31:38:176,0.07196529
15:31:38:184,0.07372633
15:31:38:194,0.073637
15:31:38:204,0.07292967
15:31:38:214,0.07173445
15:31:38:223,0.0738337
15:31:38:231,0.0753484
15:31:38:240,0.07562187
15:31:38:248,0.0770614
15:31:38:256,0.0745184
15:31:38:267,0.07501974
15:31:38:275,0.07620336
15:31:38:284,0.0760539
15:31:38:290,0.08083322
15:31:38:297,0.07492235
15:31:38:306,0.07255677
15:31:38:314,0.0758272
15:31:38:324,0.07642001
15:31:38:334,0.07414578
15:31:38:343,0.07389288
15:31:38:350,0.07226296
15:31:38:358,0.07040457
15:31:38:367,0.07144134
15:31:38:375,0.06679212
15:31:38:384,0.07016894
15:31:38:391,0.06502811
15:31:38:399,0.06555394
15:31:38:407,0.0684092
15:31:38:415,0.06633563
15:31:38:425,0.06760348
15:31:38:433,0.06317635
15:31:38:444,0.06186611
15:31:38:452,0.06588409
15:31:38:462,0.06332862
15:31:38:469,0.06394189
15:31:38:478,0.06594148
15:31:38:486,0.06342592
15:31:38:501,0.06626867
15:31:38:508,0.06513426
15:31:38:517,0.0633983
15:31:38:527,0.06899314
15:31:38:536,0.06696203
15:31:38:545,0.0661716
15:31:38:554,0.06564478
15:31:38:564,0.06649249
15:31:38:572,0.06491704
15:31:38:580,0.06846951
15:31:38:588,0.06350292
15:31:38:595,0.06449133
